LATNUM,LONGNUM
33.339646,75.765547
33.344977,75.774728
33.255464,76.290424
33.214424,75.845499
33.180072,75.900381
32.925436,75.1382
32.843584,75.41596
32.86988,75.34111
32.848287,75.411358
32.813789,75.362755
32.667018,75.323839
32.944613,75.106393
32.912379,75.369862
32.699721,75.308689
32.820963,75.271225
32.854541,75.399352
32.782983,75.356649
33.019559,75.324774
32.887017,75.267554
32.923326,75.139688
32.804613,75.331619
33.035201,75.321021
32.838701,75.323936
32.983858,75.124337
32.906685,75.064661
33.04018,75.358684
33.002375,75.122797
33.008565,75.134672
33.027991,75.141492
32.916436,75.137924
32.924203,75.135697
32.686095,75.268608
32.79466,75.200403
33.003246,75.091455
32.797762,75.359806
32.952738,75.147609
32.725268,75.203287
32.865054,75.457283
32.887916,75.067046
32.919087,75.131125
32.899334,75.082449
32.845929,75.379755
33.066675,75.281262
33.005276,75.156345
32.681777,75.284134
32.903634,75.513867
32.862914,75.378224
32.988615,74.937721
33.086223,74.814705
33.105285,74.638161
33.364638,74.85388
33.475726,74.670844
33.061935,74.807075
33.010545,74.961576
33.178442,74.772332
33.206091,74.802519
33.422225,74.809555
33.363534,74.786945
33.158265,74.933959
33.366483,74.703388
33.192854,74.638794
33.080811,74.823191
33.016837,74.882569
33.031338,74.888285
33.356087,74.895732
33.316358,74.878734
32.993154,74.936045
33.030051,74.842361
33.140182,74.934041
33.4582,74.804128
33.458078,74.814061
33.335642,74.843668
33.352714,74.731985
33.323421,74.830223
33.171413,74.690359
33.085589,74.818128
33.357761,74.737598
33.093997,74.85079
33.191222,74.588317
33.067678,74.8235
33.340276,74.867971
33.244181,74.9793
33.080267,74.850222
33.129909,74.863584
33.155015,74.815146
33.363678,74.865172
33.105563,74.835287
33.342823,74.854697
33.310459,74.886094
32.72294,74.864385
32.872113,74.439334
32.517207,74.83067
32.913271,74.573649
32.808179,74.822519
32.678339,74.767651
32.891996,74.615043
32.738029,74.868321
32.706765,74.863439
32.78785,74.764441
32.868561,74.611566
32.643353,74.814792
32.698362,74.81395
32.938979,74.4055
32.67124,74.831332
32.76314,75.119508
32.687858,74.857209
32.73899,74.859875
32.726656,74.861687
32.794557,74.793583
32.864222,74.448956
32.636445,74.810615
32.73968,74.867047
32.808072,74.907939
32.740801,74.881587
32.742046,74.856829
32.622301,74.863871
32.737655,74.800241
32.557406,74.878797
32.56048,74.866854
32.645368,74.73098
32.608952,74.730046
32.570848,74.728957
32.736479,74.868735
32.620124,74.871365
32.739849,74.865006
32.731306,74.802223
32.519663,74.83922
32.737648,74.877854
32.633194,74.758034
32.6286,74.759544
32.738261,74.817843
32.55552,75.149813
32.456798,75.159213
32.452815,75.149469
32.537657,75.150077
32.611495,75.096249
32.501032,75.192913
32.57508,75.04177
32.596082,75.154175
32.585598,75.08913
32.570986,75.039994
32.519552,75.005173
32.601422,75.038456
32.59716,75.184039
32.578334,75.078599
32.575497,75.016909
32.479668,74.979604
32.6192,74.97084
32.572546,75.121606
32.60109,75.011425
32.649579,74.910606
32.625783,75.159958
32.558446,75.123876
32.594397,75.009922
32.603544,74.987886
32.681513,74.965679
32.579765,75.091108
32.611221,75.305521
32.515996,74.910683
32.667193,74.959313
32.623028,75.069996
32.550738,74.982807
32.449594,75.176014
32.550981,75.081124
32.589595,75.098497
32.570869,75.031255
32.646808,74.905262
32.56608,75.085631
32.547947,74.92644
32.514701,74.931884
32.578443,75.163459
32.661776,74.99551
32.517498,75.20812
32.552855,75.95079
33.012917,76.527533
32.323115,76.140731
32.460834,76.386801
32.472507,76.081335
32.874068,76.137068
32.606269,76.20686
32.517917,76.235604
32.577458,76.173092
32.494388,76.190698
32.458116,76.318429
32.388425,76.05399
32.864868,76.172549
32.390377,76.030718
32.567467,76.114783
32.664286,76.122274
32.554229,75.950292
32.574024,75.995558
32.587689,76.101072
32.567215,76.116056
33.084522,76.416193
32.766265,76.08031
32.868221,76.151957
32.523343,76.284176
32.327487,76.122802
32.57202,76.150862
32.722863,76.101605
32.498683,76.080202
32.42469,75.990545
32.424764,76.009261
32.619354,76.142364
32.530035,76.130176
32.665151,76.026918
32.432738,76.442014
32.33292,76.104042
32.440769,76.177686
32.720639,76.063394
32.522938,76.156859
32.447685,76.300252
32.555493,75.91192
32.470524,76.168179
32.594964,76.198287
32.100027,76.287516
31.963224,75.924653
32.046999,76.541671
31.817651,76.30465
32.199762,76.358019
32.19034,75.87529
32.094734,75.61582
32.058217,76.516759
32.035075,76.623032
32.096479,76.594454
31.800187,76.317174
32.134203,76.308548
32.191124,75.807819
32.192628,75.830169
32.140425,76.699339
32.15178,76.310122
32.20594,75.678231
32.193986,75.948903
32.06624,76.071996
32.104879,76.719933
32.133331,76.265438
32.197419,75.877805
32.189668,75.9215
32.195512,76.298211
32.176389,76.323946
32.255346,76.309497
32.111026,76.200161
32.147701,76.529947
32.091777,76.371059
32.166304,76.344481
31.76679,76.255616
32.148005,75.99042
32.057926,76.65142
32.259243,75.847749
31.938836,76.07339
32.078212,76.43617
32.213244,75.724453
32.117794,76.311086
32.208176,75.928229
32.07559,75.94059
32.097648,76.49666
32.178271,76.291645
32.350541,78.004394
32.497164,77.061851
32.220126,78.072108
32.482424,77.084229
32.026361,78.11524
32.637203,76.854654
32.878984,76.81551
32.469476,77.853416
32.649003,76.852431
32.747569,76.465406
32.601773,76.84187
32.809244,76.801793
32.055565,78.398733
32.576326,76.990404
32.767668,76.707152
32.543574,77.02042
32.721829,76.661968
32.600454,77.020722
32.214535,78.030199
32.745097,76.640292
32.068858,78.043561
32.57384,77.294227
32.158843,78.231183
32.332582,78.001142
32.243611,78.062194
32.696982,76.671047
32.601925,76.932481
32.018258,78.094741
32.683636,76.676023
32.642755,76.889677
32.569742,77.309239
32.578961,76.949752
32.052373,78.1228
32.430629,77.890463
32.260381,78.050493
32.566315,76.972541
32.27119,78.011589
32.719777,76.635131
32.569111,76.999619
32.612609,77.102802
32.042994,78.317697
32.10045,78.174961
31.891137,77.122857
32.238917,77.194091
32.112783,77.147575
31.735796,77.289868
32.279612,77.159025
31.63947,77.412843
32.236534,77.186222
31.462111,77.617952
31.58347,77.374251
31.482161,77.331757
31.717555,77.265509
31.64765,77.34186
31.997159,77.42068
32.102903,77.137476
31.896805,77.120198
32.117977,77.324012
31.911127,77.118888
32.023622,77.367176
31.969238,77.163265
32.00355,77.386844
32.087891,77.184757
31.489823,77.373638
32.001541,77.357143
31.855388,77.242936
31.850543,77.20566
32.024604,77.128346
31.776354,77.384172
31.58639,77.573441
31.920355,77.083104
31.677377,77.430588
31.983785,77.382375
31.463665,77.410734
31.457429,77.419536
31.95406,77.177323
31.43549,77.464688
31.958031,77.098356
32.273371,77.152445
31.424362,77.605863
31.864555,77.129489
32.180734,77.228741
31.435359,77.607774
31.996395,77.237604
31.697241,76.744723
31.519291,76.767771
31.614559,76.80724
31.703481,76.895895
31.4135,77.021856
31.431027,77.115833
31.644379,76.809783
31.70948,76.780938
31.277553,77.088439
31.669288,76.969243
31.700654,77.005411
31.724152,76.679506
31.839023,76.701489
31.525258,77.054757
31.710966,76.924121
31.459956,77.212288
32.030897,76.715883
32.002833,76.71347
31.552562,76.733997
31.703647,76.930132
31.646174,76.75337
31.426183,77.355148
31.517365,76.817244
31.384024,77.357337
31.328831,77.157471
31.874751,76.909602
31.732069,76.823819
31.752318,76.743894
31.501749,77.255009
31.891769,76.761392
31.59231,76.815172
31.848422,76.746981
31.649784,76.74988
31.590297,76.880561
31.836036,77.159435
31.551338,77.067568
31.55209,76.859416
31.712699,77.033166
31.789844,76.856224
31.260327,77.093872
31.570003,76.977484
31.250106,77.096661
31.681413,76.525312
31.645361,76.67991
31.725946,76.351988
31.574204,76.584133
31.613046,76.631763
31.731405,76.341593
31.693543,76.33875
31.691404,76.661071
31.712902,76.549972
31.581683,76.573257
31.73867,76.432465
31.695598,76.386888
31.590328,76.411855
31.544395,76.450863
31.779356,76.346758
31.660791,76.401667
31.623951,76.579936
31.626818,76.608267
31.817246,76.476091
31.830387,76.502283
31.658836,76.561988
31.609344,76.592308
31.59823,76.710212
31.62131,76.491135
31.792063,76.458953
31.622166,76.667168
31.774854,76.475908
31.795808,76.526374
31.609045,76.595461
31.850699,76.558562
31.682233,76.370823
31.678739,76.659023
31.655932,76.653789
31.618117,76.702509
31.612276,76.530375
31.611142,76.705164
31.678089,76.588236
31.658698,76.624749
31.611504,76.685172
31.725795,76.478898
31.711831,76.402646
31.529029,76.551165
31.464151,76.26904
31.656155,76.038753
31.57251,76.215366
31.416746,76.308094
31.832443,76.067338
31.5356,76.206201
31.684276,76.274825
31.461836,76.197573
31.76208,76.156135
31.591917,76.137595
31.626296,76.133439
31.721767,76.050409
31.40246,76.276679
31.432183,76.305058
31.457696,76.267328
31.507641,76.259969
31.493776,76.259427
31.506429,76.204478
31.626607,76.090568
31.459154,76.264809
31.726908,76.178107
31.667983,76.125263
31.651606,76.114604
31.51391,76.237926
31.666824,76.100864
31.435467,76.309406
31.679494,76.323805
31.305565,76.20684
31.50633,76.25514
31.348361,76.229088
31.63431,76.32676
31.564593,76.20481
31.686711,76.054933
31.712547,76.159033
31.351128,76.322308
31.40999,76.336855
31.713585,76.116072
31.465868,76.264042
31.458293,76.21035
31.668281,76.256008
31.730219,76.050371
31.637313,76.163084
31.430546,76.77709
31.49402,76.715364
31.508108,76.703985
31.42723,76.631217
31.306268,76.805268
31.250448,76.649967
31.56395,76.695607
31.289113,76.710893
31.38312,76.75557
31.338414,76.796105
31.407012,76.827461
31.30885,76.606795
31.227799,76.845758
31.432108,76.648069
31.336581,76.757437
31.256125,76.836073
31.407805,76.84284
31.410185,76.710387
31.451155,76.495424
31.444047,76.71933
31.385351,76.60731
31.297795,76.84252
31.448446,76.770338
31.387837,76.728682
31.575662,76.671613
31.371257,76.744225
31.294411,76.906339
31.235119,76.808009
31.556479,76.625757
31.350524,76.835939
31.365933,76.740706
31.538646,76.688098
31.292828,76.522465
31.442772,76.736713
31.328803,76.737761
31.274576,76.820753
31.317746,76.757176
31.448379,76.648007
31.422057,76.798271
31.401104,76.796863
31.450353,76.642685
31.311826,76.549253
30.952008,76.830088
30.967574,76.939056
30.940398,76.901907
31.243215,76.907636
31.216203,76.700045
30.925247,76.860356
30.953032,77.067812
31.071975,76.907657
30.86801,77.118858
30.823707,76.990592
31.016633,77.072046
31.273696,76.974186
31.172949,76.767133
30.886492,76.873097
31.163424,76.964951
31.120803,76.794385
30.957216,76.731117
30.895852,77.096784
30.890728,77.090256
30.9049,77.104843
30.975129,77.043021
31.185385,76.899865
30.859478,76.99215
31.086253,76.664068
31.012326,76.772263
30.942996,76.807611
31.135128,76.678865
31.042892,76.713699
30.959349,76.928165
31.153053,76.809712
31.191726,76.894505
31.216792,76.878764
30.92528,76.879035
31.153457,76.968753
30.940901,76.809637
30.904389,77.111331
30.978656,76.911744
31.096878,76.983928
30.892081,77.163912
30.911382,77.134796
30.976374,76.759416
31.185213,76.800621
30.536157,77.287027
30.744813,77.144344
30.592126,77.332832
30.829509,77.428342
30.620748,77.661726
30.838246,77.461396
30.530169,77.466963
30.576256,77.224686
30.936607,77.273224
30.474984,77.700668
30.527136,77.662333
30.462786,77.666036
30.704074,77.578539
30.729307,77.218802
30.440651,77.610425
30.638116,77.760669
30.570667,77.215672
30.49065,77.528576
30.482887,77.419023
30.574433,77.291924
30.65652,77.347581
30.626865,77.7429
30.503301,77.7107
30.579009,77.670793
30.661298,77.670302
30.443333,77.614076
30.664817,77.373164
30.622698,77.484853
30.749203,77.137904
30.486659,77.706899
30.69028,77.224291
30.48479,77.565932
30.824055,77.282816
30.649476,77.674611
30.662973,77.582003
30.441248,77.603742
30.590127,77.458154
30.700997,77.447274
30.511331,77.459623
30.728665,77.183323
30.630223,77.208469
30.633156,77.538129
31.094367,77.177889
31.235231,77.24882
31.265028,77.93129
30.821799,77.630693
30.915457,77.534085
31.273024,77.434526
30.937684,77.552937
31.207662,77.699232
31.017542,77.441705
31.116446,77.140313
31.08391,77.764191
31.301371,77.434859
30.911562,77.701484
31.328335,77.600363
31.10989,77.158753
31.171265,77.080991
31.08932,77.179268
31.441352,77.66333
31.227867,77.725078
31.082223,77.166889
31.200605,77.18603
31.24399,77.507344
31.293908,77.524125
31.070634,77.19015
31.104674,77.194297
31.444578,77.634529
30.95793,77.70576
31.141731,77.713097
31.14903,77.038268
31.103443,77.694453
31.126186,77.029432
31.161428,77.300782
31.29575,77.556105
31.077948,77.180287
31.090566,77.185415
31.103811,77.176703
31.285959,77.705825
31.225303,77.797731
31.394151,77.581792
31.068732,77.358231
31.104063,77.189577
31.136612,77.697273
31.651405,78.372622
31.557035,78.125022
31.679172,78.437782
31.562428,78.38825
31.673661,78.312142
31.615528,78.476527
31.51827,77.920125
31.508529,78.259802
31.578287,78.240265
31.815851,78.503529
31.520535,78.150213
